Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
MANHEIM,3,CHEVROLET,AUTO,Covers,61210,AMERICAN,MEDIUM,GM,8891,8695,0
OTHER,1,CHEVROLET,AUTO,Covers,74202,AMERICAN,MEDIUM,GM,10197,10787,0
MANHEIM,4,CHEVROLET,AUTO,Covers,60562,AMERICAN,MEDIUM,GM,8808,8394,0
MANHEIM,3,PONTIAC,AUTO,Alloy,85725,AMERICAN,MEDIUM,GM,10025,12299,0
MANHEIM,4,CHEVROLET,AUTO,NULL,69705,AMERICAN,MEDIUM,GM,7586,10270,0
MANHEIM,7,DODGE,AUTO,Covers,69005,AMERICAN,SPECIAL,CHRYSLER,3740,3332,0
MANHEIM,4,NISSAN,AUTO,Covers,89433,ASIAN,MEDIUM,OTHER,7118,9508,0
OTHER,5,HYUNDAI,AUTO,Alloy,57606,ASIAN,MEDIUM,OTHER,4661,5035,0
OTHER,2,CHRYSLER,AUTO,Covers,42537,AMERICAN,MEDIUM,CHRYSLER,7341,7264,0
MANHEIM,4,MERCURY,AUTO,Alloy,80320,AMERICAN,SMALL,FORD,9040,8211,0
OTHER,3,CHEVROLET,AUTO,Covers,78214,AMERICAN,LARGE,GM,9047,11527,0
ADESA,5,KIA,AUTO,Covers,71328,ASIAN,MEDIUM,OTHER,5120,7355,0
ADESA,3,CHRYSLER,AUTO,Covers,81655,AMERICAN,MEDIUM,CHRYSLER,7729,9895,0
MANHEIM,3,SATURN,MANUAL,Covers,61837,AMERICAN,MEDIUM,GM,7207,8780,0
MANHEIM,4,JEEP,AUTO,Alloy,57851,AMERICAN,MEDIUM,CHRYSLER,9892,9636,0
MANHEIM,3,CHRYSLER,AUTO,Covers,56341,AMERICAN,MEDIUM,CHRYSLER,6632,6524,0
ADESA,3,CHEVROLET,AUTO,Covers,84928,AMERICAN,LARGE,GM,8378,8251,0
OTHER,3,CHEVROLET,AUTO,Covers,76773,AMERICAN,LARGE,GM,9283,11738,0
OTHER,3,CHEVROLET,AUTO,Alloy,80987,AMERICAN,SMALL,GM,7570,9326,0
ADESA,6,CHEVROLET,AUTO,Alloy,80469,AMERICAN,MEDIUM,GM,8027,9878,0
MANHEIM,8,BUICK,AUTO,Alloy,79742,AMERICAN,LARGE,GM,4395,4018,1
MANHEIM,6,SATURN,MANUAL,Covers,71516,AMERICAN,MEDIUM,GM,3903,3842,0
MANHEIM,5,KIA,AUTO,Covers,98621,ASIAN,MEDIUM,OTHER,4368,6949,1
MANHEIM,5,CHEVROLET,MANUAL,Covers,81806,AMERICAN,SMALL,GM,5064,7458,0
MANHEIM,4,MAZDA,MANUAL,Covers,60023,ASIAN,MEDIUM,OTHER,8323,11012,1
MANHEIM,2,DODGE,AUTO,Covers,87859,AMERICAN,SPECIAL,CHRYSLER,10704,13230,0
MANHEIM,7,GMC,AUTO,Special,74700,AMERICAN,MEDIUM,GM,6782,9008,0
MANHEIM,5,NISSAN,MANUAL,Alloy,60323,ASIAN,MEDIUM,OTHER,6705,6543,0
MANHEIM,5,DODGE,AUTO,Alloy,83254,AMERICAN,MEDIUM,CHRYSLER,9461,9458,0
MANHEIM,3,PONTIAC,AUTO,Covers,80835,AMERICAN,SPECIAL,GM,7371.82,8494.94,0
MANHEIM,6,CHEVROLET,AUTO,Covers,73850,AMERICAN,SPECIAL,GM,5827,8095,0
MANHEIM,2,SATURN,AUTO,Covers,79683,AMERICAN,MEDIUM,GM,11091,14337,0
OTHER,3,FORD,AUTO,Alloy,85336,AMERICAN,SMALL,FORD,9453,8671,0
MANHEIM,3,NISSAN,AUTO,Covers,61538,ASIAN,SMALL,OTHER,7975,10543,0
OTHER,5,CHEVROLET,AUTO,Alloy,84004,AMERICAN,MEDIUM,GM,8072,7593,0
MANHEIM,3,HYUNDAI,AUTO,Covers,63821,ASIAN,MEDIUM,OTHER,8611,11181,0
MANHEIM,3,JEEP,AUTO,Alloy,81060,AMERICAN,SMALL,CHRYSLER,10181,10068,0
MANHEIM,5,CHRYSLER,AUTO,Alloy,84345,AMERICAN,MEDIUM,CHRYSLER,7524,7212,0
OTHER,4,CHEVROLET,AUTO,Alloy,88257,AMERICAN,LARGE,GM,5967,5439,0
OTHER,4,PONTIAC,AUTO,Alloy,72502,AMERICAN,LARGE,GM,7450,9462,0
ADESA,4,NISSAN,AUTO,Covers,80901,ASIAN,MEDIUM,OTHER,10171,12749,0
ADESA,5,HYUNDAI,AUTO,Covers,49620,ASIAN,SMALL,OTHER,3714,5662,0
MANHEIM,5,CHEVROLET,AUTO,Covers,63681,AMERICAN,SMALL,GM,5219,7174,0
MANHEIM,5,DODGE,AUTO,Covers,72889,AMERICAN,MEDIUM,CHRYSLER,8393,10932,0
OTHER,3,CHRYSLER,AUTO,Alloy,83480,AMERICAN,SPECIAL,CHRYSLER,12544,14757,0
ADESA,6,CHEVROLET,AUTO,Covers,74458,AMERICAN,SMALL,GM,3459,5929,1
MANHEIM,4,CHRYSLER,AUTO,Covers,73949,AMERICAN,SPECIAL,CHRYSLER,9282,9042,1
OTHER,3,PONTIAC,AUTO,Covers,92970,AMERICAN,SMALL,GM,7711,10223,0
MANHEIM,3,FORD,AUTO,Alloy,86835,AMERICAN,SMALL,FORD,11602,10973,0
MANHEIM,4,DODGE,AUTO,Alloy,92948,AMERICAN,MEDIUM,CHRYSLER,13100,14853,0
MANHEIM,4,DODGE,AUTO,Covers,67329,AMERICAN,MEDIUM,CHRYSLER,5807,8767,0
ADESA,5,NISSAN,AUTO,Alloy,87482,ASIAN,MEDIUM,OTHER,13083,12822,0
MANHEIM,4,JEEP,AUTO,Alloy,63218,AMERICAN,SMALL,CHRYSLER,10048,9495,0
MANHEIM,5,NISSAN,AUTO,Alloy,53133,ASIAN,LARGE,OTHER,9387,9527,0
ADESA,4,PONTIAC,AUTO,Alloy,48850,AMERICAN,SPECIAL,GM,5252,8330,0
MANHEIM,5,SUZUKI,AUTO,Covers,66184,ASIAN,MEDIUM,OTHER,3648,5452,0
OTHER,5,CHEVROLET,AUTO,NULL,78527,AMERICAN,MEDIUM,GM,5807,5256,1
MANHEIM,4,FORD,AUTO,Alloy,85107,AMERICAN,MEDIUM,FORD,9055,8759,0
MANHEIM,6,FORD,AUTO,Alloy,83526,AMERICAN,SMALL,FORD,6424,7849,0
OTHER,3,FORD,AUTO,Covers,73048,AMERICAN,MEDIUM,FORD,5596,5465,1
OTHER,4,PONTIAC,AUTO,Alloy,78008,AMERICAN,LARGE,GM,7943,9903,0
MANHEIM,5,NISSAN,AUTO,Alloy,80285,ASIAN,LARGE,OTHER,8879,11787,1
ADESA,5,KIA,AUTO,Alloy,70775,ASIAN,MEDIUM,OTHER,8475,11050,0
MANHEIM,6,HONDA,AUTO,Alloy,75098,ASIAN,MEDIUM,OTHER,7371.82,8494.94,0
MANHEIM,2,NISSAN,AUTO,Covers,19751,ASIAN,SPECIAL,OTHER,12651,12332,0
MANHEIM,3,CHEVROLET,AUTO,Covers,69899,AMERICAN,MEDIUM,GM,8797,7881,0
MANHEIM,4,PONTIAC,AUTO,Alloy,66990,AMERICAN,LARGE,GM,8167,9824,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,83982,AMERICAN,MEDIUM,GM,8144,10840,0
MANHEIM,2,DODGE,AUTO,Covers,52258,AMERICAN,MEDIUM,CHRYSLER,8985,11710,0
MANHEIM,6,MITSUBISHI,MANUAL,Alloy,76404,ASIAN,SPECIAL,OTHER,5254,5055,0
MANHEIM,6,NISSAN,AUTO,Covers,83882,ASIAN,SMALL,OTHER,4936,7213,0
MANHEIM,6,CHEVROLET,AUTO,Covers,88852,AMERICAN,SMALL,GM,3438,3051,0
MANHEIM,3,MITSUBISHI,AUTO,Covers,80498,ASIAN,MEDIUM,OTHER,8853,11113,0
MANHEIM,8,MAZDA,AUTO,Alloy,86582,ASIAN,SMALL,OTHER,4827,7191,0
MANHEIM,4,HYUNDAI,AUTO,Alloy,76412,ASIAN,MEDIUM,OTHER,7417,9886,0
MANHEIM,4,DODGE,AUTO,Covers,55320,AMERICAN,MEDIUM,CHRYSLER,6802,9579,0
MANHEIM,2,CHEVROLET,AUTO,Covers,77494,AMERICAN,LARGE,GM,8931,8785,0
MANHEIM,3,KIA,AUTO,Covers,56260,ASIAN,MEDIUM,OTHER,4852,4891,1
OTHER,4,DODGE,AUTO,Covers,58786,AMERICAN,MEDIUM,CHRYSLER,6584,6515,0
OTHER,2,DODGE,AUTO,Covers,51106,AMERICAN,MEDIUM,CHRYSLER,8201,11180,0
ADESA,3,KIA,AUTO,Alloy,61617,ASIAN,MEDIUM,OTHER,7089,9820,0
MANHEIM,3,CHEVROLET,AUTO,Covers,80570,AMERICAN,LARGE,GM,9027,11396,0
MANHEIM,4,FORD,AUTO,Covers,50873,AMERICAN,MEDIUM,FORD,5665,5167,0
MANHEIM,3,CHRYSLER,AUTO,Covers,69575,AMERICAN,MEDIUM,CHRYSLER,6851,9327,0
ADESA,6,CHRYSLER,AUTO,Alloy,82594,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
MANHEIM,5,DODGE,AUTO,Covers,90703,AMERICAN,SPECIAL,CHRYSLER,6150,7506,0
MANHEIM,3,DODGE,AUTO,Covers,65658,AMERICAN,MEDIUM,CHRYSLER,7311,9972,0
MANHEIM,4,CHEVROLET,AUTO,Covers,73133,AMERICAN,MEDIUM,GM,7809,9932,0
ADESA,7,CHEVROLET,AUTO,Alloy,68951,AMERICAN,MEDIUM,GM,5796,8053,0
MANHEIM,6,DODGE,AUTO,NULL,75044,AMERICAN,SPECIAL,CHRYSLER,3961,3712,0
ADESA,5,CHEVROLET,AUTO,Covers,74328,AMERICAN,MEDIUM,GM,5994,7642,0
MANHEIM,4,CHRYSLER,AUTO,Covers,66466,AMERICAN,SPECIAL,CHRYSLER,8209,9808,0
ADESA,5,CHEVROLET,AUTO,Covers,76822,AMERICAN,SMALL,GM,5149,7806,0
MANHEIM,7,DODGE,AUTO,Covers,69235,AMERICAN,MEDIUM,CHRYSLER,4575,4268,0
ADESA,2,FORD,AUTO,Alloy,72428,AMERICAN,LARGE,FORD,12352,10823,0
OTHER,4,GMC,AUTO,Alloy,88524,AMERICAN,LARGE,GM,13441,12196,0
MANHEIM,3,FORD,AUTO,Covers,85830,AMERICAN,SMALL,FORD,7246,9602,0
MANHEIM,3,CHEVROLET,AUTO,Covers,72059,AMERICAN,LARGE,GM,9338,11313,0
MANHEIM,6,FORD,MANUAL,Alloy,47733,AMERICAN,SPECIAL,FORD,6451,8913,0
MANHEIM,4,FORD,AUTO,Alloy,70745,AMERICAN,MEDIUM,FORD,8296,10880,0
MANHEIM,4,FORD,AUTO,Alloy,64118,AMERICAN,SPECIAL,FORD,10314,10087,0
ADESA,4,DODGE,AUTO,Alloy,75319,AMERICAN,SMALL,CHRYSLER,4480,4187,0
MANHEIM,4,CHEVROLET,AUTO,Covers,81520,AMERICAN,SMALL,GM,5773,7824,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,89145,AMERICAN,LARGE,GM,5384,4862,0
MANHEIM,5,PONTIAC,AUTO,Alloy,72201,AMERICAN,SPECIAL,GM,8330,10389,0
MANHEIM,3,CHEVROLET,AUTO,Covers,60117,AMERICAN,LARGE,GM,7928,10404,1
MANHEIM,7,CHEVROLET,AUTO,Alloy,89445,AMERICAN,LARGE,GM,9393,11602,1
MANHEIM,4,CHEVROLET,AUTO,Alloy,79759,AMERICAN,MEDIUM,GM,11561,10750,0
OTHER,3,PONTIAC,AUTO,Alloy,71728,AMERICAN,LARGE,GM,8438,7943,0
MANHEIM,2,PONTIAC,AUTO,Alloy,75509,AMERICAN,LARGE,GM,8171,10878,0
MANHEIM,7,TOYOTA,AUTO,Covers,62334,ASIAN,SMALL,OTHER,5261,7689,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,79944,AMERICAN,LARGE,GM,10182,11878,0
ADESA,2,DODGE,AUTO,Covers,57804,AMERICAN,SPECIAL,CHRYSLER,9779,10081,0
ADESA,1,TOYOTA,AUTO,Covers,89865,ASIAN,MEDIUM,OTHER,12295,14088,0
MANHEIM,4,TOYOTA,AUTO,Covers,70102,ASIAN,MEDIUM,OTHER,9700,11466,0
MANHEIM,5,FORD,AUTO,Alloy,75817,AMERICAN,LARGE,FORD,9846,9722,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,87512,AMERICAN,LARGE,GM,9493,11242,0
ADESA,3,SATURN,AUTO,Covers,60984,AMERICAN,MEDIUM,GM,9586,11658,0
ADESA,4,FORD,AUTO,NULL,64437,AMERICAN,SPECIAL,FORD,5717,5330,0
ADESA,4,PONTIAC,AUTO,Alloy,86231,AMERICAN,LARGE,GM,6952,9314,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,77176,AMERICAN,LARGE,GM,8891,8433,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,77801,AMERICAN,MEDIUM,GM,6069,5836,1
ADESA,5,CHEVROLET,AUTO,NULL,87586,AMERICAN,MEDIUM,GM,5019,4265,1
OTHER,7,CHEVROLET,AUTO,NULL,83376,AMERICAN,MEDIUM,GM,6178,6046,0
OTHER,4,DODGE,AUTO,Covers,85306,AMERICAN,MEDIUM,CHRYSLER,3908,3640,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,90639,AMERICAN,MEDIUM,GM,7027,6496,0
ADESA,3,SATURN,AUTO,Covers,51768,AMERICAN,MEDIUM,GM,7257,9521,0
OTHER,5,FORD,AUTO,Alloy,65002,AMERICAN,MEDIUM,FORD,6123,6050,1
MANHEIM,6,DODGE,AUTO,Covers,84290,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
MANHEIM,4,CHEVROLET,AUTO,Covers,96085,AMERICAN,LARGE,GM,7061,8992,0
MANHEIM,3,CHEVROLET,AUTO,Covers,72513,AMERICAN,MEDIUM,GM,7450,7316,0
OTHER,2,FORD,AUTO,Covers,83120,AMERICAN,MEDIUM,FORD,7154,6955,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,71784,AMERICAN,MEDIUM,GM,8024,9842,0
MANHEIM,7,SATURN,AUTO,Alloy,56178,AMERICAN,SMALL,GM,3031,3070,0
OTHER,7,FORD,AUTO,Covers,110119,AMERICAN,SPECIAL,FORD,4001,5850,0
MANHEIM,7,HYUNDAI,AUTO,Covers,97983,ASIAN,MEDIUM,OTHER,3283,6035,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,93347,AMERICAN,MEDIUM,GM,11894,13724,0
OTHER,3,BUICK,AUTO,Alloy,88184,AMERICAN,LARGE,GM,16921,19484,0
MANHEIM,3,NISSAN,AUTO,Alloy,83089,ASIAN,SMALL,OTHER,8398,10843,0
MANHEIM,4,JEEP,AUTO,Alloy,64105,AMERICAN,SMALL,CHRYSLER,7754,7647,0
OTHER,3,DODGE,AUTO,Covers,77771,AMERICAN,SPECIAL,CHRYSLER,10225,9948,0
ADESA,2,FORD,AUTO,Alloy,75938,AMERICAN,MEDIUM,FORD,6848,6627,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,85756,AMERICAN,MEDIUM,CHRYSLER,9096,8900,0
MANHEIM,3,CHRYSLER,AUTO,Covers,75964,AMERICAN,MEDIUM,CHRYSLER,8308,10547,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,61506,AMERICAN,SMALL,GM,7685,9982,0
MANHEIM,4,CHRYSLER,AUTO,Covers,55647,AMERICAN,MEDIUM,CHRYSLER,5579,5241,0
MANHEIM,4,DODGE,AUTO,Covers,65136,AMERICAN,SPECIAL,CHRYSLER,6312,5744,0
OTHER,5,CHEVROLET,AUTO,Covers,82560,AMERICAN,SMALL,GM,5235,7683,0
MANHEIM,3,CHEVROLET,AUTO,NULL,65616,AMERICAN,MEDIUM,GM,10186,9775,0
MANHEIM,6,DODGE,AUTO,Alloy,88956,AMERICAN,LARGE,CHRYSLER,8929,11749,0
MANHEIM,3,CHRYSLER,AUTO,Covers,37267,AMERICAN,MEDIUM,CHRYSLER,6508,6361,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,72553,AMERICAN,MEDIUM,GM,7671,7470,0
MANHEIM,8,MERCURY,AUTO,Alloy,95805,AMERICAN,MEDIUM,FORD,3322,3028,1
MANHEIM,4,CHEVROLET,AUTO,Alloy,85017,AMERICAN,SMALL,GM,3790,3659,0
MANHEIM,4,DODGE,AUTO,Covers,35647,AMERICAN,MEDIUM,CHRYSLER,7042,9421,0
OTHER,8,JEEP,AUTO,Alloy,63121,AMERICAN,SMALL,CHRYSLER,5785,7594,0
MANHEIM,2,CHEVROLET,AUTO,Covers,47978,AMERICAN,SMALL,GM,7666,9834,0
MANHEIM,4,DODGE,AUTO,Alloy,39106,AMERICAN,SPECIAL,CHRYSLER,6228,5833,0
MANHEIM,7,MITSUBISHI,AUTO,Alloy,56629,ASIAN,MEDIUM,OTHER,3806,5551,0
MANHEIM,4,FORD,AUTO,Alloy,63520,AMERICAN,MEDIUM,FORD,8637,11082,0
ADESA,6,CHEVROLET,AUTO,Alloy,83285,AMERICAN,MEDIUM,GM,8773,10984,0
ADESA,6,DODGE,AUTO,Alloy,76815,AMERICAN,SMALL,CHRYSLER,3332,5281,0
ADESA,5,DODGE,AUTO,Covers,52469,AMERICAN,MEDIUM,CHRYSLER,7826,7463,0
MANHEIM,4,CHEVROLET,AUTO,Covers,55524,AMERICAN,MEDIUM,GM,6993,9946,0
MANHEIM,7,DODGE,AUTO,Alloy,76827,AMERICAN,SMALL,CHRYSLER,8457,9875,0
MANHEIM,5,TOYOTA,AUTO,Covers,79715,ASIAN,SMALL,OTHER,6634,8671,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,77150,AMERICAN,MEDIUM,GM,11313,10546,0
ADESA,4,NISSAN,AUTO,Covers,85712,ASIAN,SMALL,OTHER,6737,8619,0
OTHER,1,CHRYSLER,AUTO,Covers,33024,AMERICAN,MEDIUM,CHRYSLER,7399,10216,0
MANHEIM,6,FORD,AUTO,Alloy,77419,AMERICAN,SMALL,FORD,3969,3763,0
ADESA,5,FORD,AUTO,Alloy,91051,AMERICAN,LARGE,FORD,10029,9149,0
MANHEIM,2,DODGE,AUTO,Covers,47063,AMERICAN,MEDIUM,CHRYSLER,8249,11519,0
OTHER,2,DODGE,AUTO,Covers,48722,AMERICAN,MEDIUM,CHRYSLER,8469,11882,0
MANHEIM,3,SATURN,AUTO,Covers,88232,AMERICAN,MEDIUM,GM,7345,9866,1
MANHEIM,4,BUICK,AUTO,Covers,60110,AMERICAN,MEDIUM,GM,11342,9604,0
OTHER,5,NISSAN,AUTO,Alloy,87392,ASIAN,MEDIUM,OTHER,7840,9909,0
MANHEIM,5,DODGE,AUTO,Alloy,70506,AMERICAN,LARGE,CHRYSLER,7298,9660,0
OTHER,5,CHRYSLER,AUTO,Alloy,45490,AMERICAN,MEDIUM,CHRYSLER,4967,7205,1
MANHEIM,2,CHRYSLER,AUTO,Covers,60214,AMERICAN,MEDIUM,CHRYSLER,9817,12372,0
MANHEIM,4,SCION,AUTO,Covers,54790,ASIAN,MEDIUM,OTHER,8145,9954,0
MANHEIM,3,KIA,AUTO,Covers,68204,ASIAN,SPECIAL,OTHER,12937,15284,0
ADESA,4,JEEP,AUTO,Alloy,71913,AMERICAN,MEDIUM,CHRYSLER,11297,11085,0
MANHEIM,6,CHRYSLER,AUTO,Alloy,85372,AMERICAN,MEDIUM,CHRYSLER,7821,9732,0
ADESA,6,PONTIAC,AUTO,Alloy,72647,AMERICAN,MEDIUM,GM,3735,3500,0
MANHEIM,4,DODGE,AUTO,Covers,53830,AMERICAN,MEDIUM,CHRYSLER,6584,6515,0
MANHEIM,4,SCION,MANUAL,Alloy,78057,ASIAN,SPECIAL,OTHER,9679,8964,0
ADESA,7,FORD,AUTO,NULL,56416,AMERICAN,LARGE,FORD,8250,10202,1
ADESA,5,PONTIAC,AUTO,Alloy,59237,AMERICAN,MEDIUM,GM,7502,9627,0
MANHEIM,5,TOYOTA,AUTO,Covers,70191,ASIAN,MEDIUM,OTHER,8183,10416,0
MANHEIM,4,DODGE,AUTO,Covers,88630,AMERICAN,MEDIUM,CHRYSLER,5530,7757,0
MANHEIM,6,FORD,AUTO,Alloy,82487,AMERICAN,LARGE,FORD,8484,8263,0
ADESA,3,DODGE,AUTO,Alloy,77810,AMERICAN,MEDIUM,CHRYSLER,13530,12620,0
MANHEIM,5,HYUNDAI,AUTO,Covers,68194,ASIAN,MEDIUM,OTHER,4844,4473,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,74951,AMERICAN,LARGE,GM,10099,9747,1
ADESA,3,PONTIAC,AUTO,Covers,51421,AMERICAN,MEDIUM,GM,8282,7948,0
ADESA,3,CHEVROLET,AUTO,Alloy,73896,AMERICAN,MEDIUM,GM,7387,7090,0
MANHEIM,6,DODGE,MANUAL,Alloy,73223,AMERICAN,SMALL,CHRYSLER,6455,8274,0
MANHEIM,5,CHEVROLET,AUTO,Covers,67378,AMERICAN,LARGE,GM,5589,7427,0
ADESA,5,FORD,AUTO,Alloy,93554,AMERICAN,LARGE,FORD,9846,9722,0
OTHER,2,DODGE,AUTO,Covers,49337,AMERICAN,MEDIUM,CHRYSLER,8469,11882,0
ADESA,5,CHEVROLET,AUTO,Covers,79283,AMERICAN,LARGE,GM,4910,4434,0
ADESA,2,CHEVROLET,AUTO,Alloy,64665,AMERICAN,SPECIAL,GM,7371.82,8494.94,0
ADESA,3,CHRYSLER,AUTO,Covers,59007,AMERICAN,MEDIUM,CHRYSLER,6691,8878,0
ADESA,5,CHEVROLET,AUTO,Alloy,84788,AMERICAN,SPECIAL,GM,4991,7162,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,42305,AMERICAN,SMALL,GM,5350,7021,0
MANHEIM,3,PONTIAC,AUTO,Alloy,41475,AMERICAN,SMALL,GM,8761,10553,0
OTHER,6,CHRYSLER,AUTO,Alloy,94963,AMERICAN,LARGE,CHRYSLER,3498,5197,0
OTHER,3,DODGE,AUTO,Covers,78112,AMERICAN,SPECIAL,CHRYSLER,10391,13274,0
OTHER,4,FORD,AUTO,Alloy,75969,AMERICAN,LARGE,FORD,12342,15006,0
ADESA,6,MAZDA,AUTO,Alloy,74868,ASIAN,SMALL,OTHER,6114,7575,0
OTHER,3,CHRYSLER,AUTO,Alloy,81675,AMERICAN,SPECIAL,CHRYSLER,11681,11553,0
MANHEIM,7,SATURN,AUTO,Alloy,90380,AMERICAN,MEDIUM,GM,4408,6279,0
OTHER,3,PONTIAC,AUTO,Alloy,61578,AMERICAN,LARGE,GM,9887,12171,0
ADESA,3,DODGE,AUTO,Alloy,71037,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
MANHEIM,6,FORD,AUTO,Alloy,88119,AMERICAN,LARGE,FORD,9708,12518,0
OTHER,3,DODGE,AUTO,Covers,61753,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,63361,AMERICAN,LARGE,GM,8571,10664,0
ADESA,4,KIA,AUTO,Covers,85776,ASIAN,MEDIUM,OTHER,6554,8519,0
MANHEIM,7,DODGE,AUTO,Alloy,82026,AMERICAN,MEDIUM,CHRYSLER,5587,7542,0
MANHEIM,5,HYUNDAI,AUTO,Alloy,77613,ASIAN,MEDIUM,OTHER,6322,7768,0
MANHEIM,2,CHRYSLER,AUTO,Covers,60977,AMERICAN,MEDIUM,CHRYSLER,7368,7413,0
ADESA,6,FORD,AUTO,Covers,61762,AMERICAN,MEDIUM,FORD,5349,5251,0
MANHEIM,3,TOYOTA,AUTO,Alloy,51357,ASIAN,MEDIUM,OTHER,11304,14449,0
OTHER,2,DODGE,AUTO,NULL,44183,AMERICAN,MEDIUM,CHRYSLER,8182,11093,1
MANHEIM,6,CHEVROLET,AUTO,Alloy,86608,AMERICAN,MEDIUM,GM,7294,9807,0
ADESA,6,CHEVROLET,AUTO,Alloy,76701,AMERICAN,LARGE,GM,5457,5067,0
OTHER,5,CHEVROLET,AUTO,Alloy,79216,AMERICAN,MEDIUM,GM,6557,8231,0
ADESA,6,GMC,AUTO,NULL,72190,AMERICAN,LARGE,GM,7625,7059,0
ADESA,2,DODGE,AUTO,Covers,50625,AMERICAN,MEDIUM,CHRYSLER,8903,8394,0
ADESA,4,FORD,AUTO,Alloy,53298,AMERICAN,MEDIUM,FORD,5141,5013,0
OTHER,3,VOLKSWAGEN,AUTO,Alloy,50446,OTHER,SPECIAL,OTHER,12121,14291,0
ADESA,3,CHRYSLER,AUTO,Alloy,77976,AMERICAN,SPECIAL,CHRYSLER,11681,11553,0
ADESA,4,JEEP,AUTO,Alloy,89718,AMERICAN,MEDIUM,CHRYSLER,11990,11483,1
MANHEIM,4,JEEP,AUTO,Alloy,81151,AMERICAN,SMALL,CHRYSLER,8673,8542,0
MANHEIM,5,FORD,AUTO,Alloy,84630,AMERICAN,SPECIAL,FORD,9797,11975,0
OTHER,5,FORD,AUTO,Alloy,78443,AMERICAN,LARGE,FORD,13816,12732,0
ADESA,6,CHEVROLET,AUTO,Alloy,90242,AMERICAN,LARGE,GM,10550,13158,0
OTHER,2,DODGE,AUTO,Covers,51778,AMERICAN,MEDIUM,CHRYSLER,7934,10856,0
MANHEIM,3,SATURN,AUTO,Covers,47253,AMERICAN,MEDIUM,GM,6823,6525,0
OTHER,9,CHEVROLET,AUTO,Covers,70455,AMERICAN,LARGE,GM,3416,4774,1
MANHEIM,7,FORD,AUTO,Covers,85662,AMERICAN,SMALL,FORD,5936,8360,0
OTHER,2,CHRYSLER,AUTO,Covers,47959,AMERICAN,MEDIUM,CHRYSLER,7092,10754,0
MANHEIM,5,FORD,AUTO,Alloy,84801,AMERICAN,MEDIUM,FORD,9789,9447,0
MANHEIM,7,NISSAN,AUTO,Alloy,77577,ASIAN,MEDIUM,OTHER,7247,9393,0
MANHEIM,4,CHRYSLER,AUTO,Alloy,74545,AMERICAN,MEDIUM,CHRYSLER,8321,8008,0
OTHER,4,CHEVROLET,AUTO,Covers,49068,AMERICAN,MEDIUM,GM,8242,10398,0
ADESA,5,OLDSMOBILE,AUTO,Alloy,72715,AMERICAN,MEDIUM,GM,4063,3610,0
OTHER,6,CHRYSLER,AUTO,Alloy,68243,AMERICAN,MEDIUM,CHRYSLER,4551,4490,0
MANHEIM,6,CHEVROLET,AUTO,Covers,88277,AMERICAN,MEDIUM,GM,3973,3829,0
MANHEIM,4,MAZDA,AUTO,Alloy,78278,ASIAN,MEDIUM,OTHER,9403,8987,0
MANHEIM,3,CHEVROLET,AUTO,Covers,77703,AMERICAN,LARGE,GM,9130,11595,0
ADESA,6,FORD,AUTO,NULL,74034,AMERICAN,LARGE,FORD,8831,8571,1
ADESA,5,DODGE,AUTO,Alloy,83451,AMERICAN,SMALL,CHRYSLER,6847,9599,0
MANHEIM,3,DODGE,AUTO,Covers,59231,AMERICAN,SPECIAL,CHRYSLER,8170,7568,0
OTHER,2,CHRYSLER,AUTO,Covers,62239,AMERICAN,SPECIAL,CHRYSLER,12629,12303,0
ADESA,4,FORD,AUTO,NULL,77378,AMERICAN,SMALL,FORD,5815,8317,1
MANHEIM,4,CHRYSLER,AUTO,Covers,49101,AMERICAN,MEDIUM,CHRYSLER,5949,5903,0
MANHEIM,2,CHRYSLER,AUTO,Alloy,71218,AMERICAN,MEDIUM,CHRYSLER,8164,8087,0
MANHEIM,3,SUZUKI,AUTO,NULL,62187,ASIAN,SMALL,OTHER,5412,5349,1
MANHEIM,4,CHEVROLET,AUTO,Covers,63790,AMERICAN,MEDIUM,GM,9794,11586,0
ADESA,3,FORD,AUTO,NULL,80350,AMERICAN,SMALL,FORD,13104,12315,1
