@relation 'train_dataset_4_unbalanced_normalized-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,4,5,7,8,9,18,20,22-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute Auction {MANHEIM,OTHER,ADESA}
@attribute VehicleAge numeric
@attribute Make {CHEVROLET,KIA,DODGE,FORD,SUZUKI,HONDA,CHRYSLER,NISSAN,MAZDA,SATURN,PONTIAC,MITSUBISHI,JEEP,TOYOTA,HYUNDAI,BUICK,GMC,MERCURY,SCION,ISUZU,OLDSMOBILE,VOLKSWAGEN,ACURA,INFINITI,VOLVO,MINI,SUBARU,LINCOLN,LEXUS,CADILLAC,PLYMOUTH}
@attribute Transmission {AUTO,MANUAL,NULL,Manual}
@attribute WheelType {Covers,Alloy,Special,NULL}
@attribute VehOdo numeric
@attribute Nationality {AMERICAN,ASIAN,OTHER,NULL}
@attribute Size {MEDIUM,SPECIAL,SMALL,LARGE,NULL}
@attribute TopThreeAmericanName {GM,OTHER,CHRYSLER,FORD,NULL}
@attribute MMRAcquisitionAuctionAveragePrice numeric
@attribute MMRAcquisitionAuctionCleanPrice numeric
@attribute MMRAcquisitionRetailAveragePrice numeric
@attribute MMRAcquisitonRetailCleanPrice numeric
@attribute MMRCurrentAuctionAveragePrice numeric
@attribute MMRCurrentAuctionCleanPrice numeric
@attribute MMRCurrentRetailAveragePrice numeric
@attribute MMRCurrentRetailCleanPrice numeric
@attribute VNST {VA,FL,TX,NC,IL,CA,AZ,CO,OK,PA,NJ,TN,IN,SC,MO,OR,GA,IA,KY,UT,MD,AL,WV,OH,AR,LA,NM,NH,MA,WA,NV,MS,MN,NE,ID,MI,NY}
@attribute VehBCost numeric
@attribute IsOnlineSale {0,1}
@attribute WarrantyCost numeric
@attribute IsBadBuy {0,1}

@data
MANHEIM,0.555556,SATURN,AUTO,Covers,0.722324,AMERICAN,MEDIUM,GM,0.103221,0.124053,0.103203,0.120392,0.104234,0.127348,0.104214,0.124938,CO,0.098356,0,0.055571,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.661608,AMERICAN,SMALL,FORD,0.08175,0.100523,0.081754,0.097564,0.096427,0.132848,0.096409,0.130334,TX,0.10797,0,0.141131,1
MANHEIM,0.555556,MAZDA,AUTO,Alloy,0.727744,ASIAN,SMALL,OTHER,0.154056,0.188777,0.226525,0.246409,0.170085,0.19428,0.23771,0.251674,TX,0.14245,0,0.074048,1
MANHEIM,0.444444,CHRYSLER,AUTO,Covers,0.591422,AMERICAN,MEDIUM,CHRYSLER,0.125897,0.146857,0.197183,0.209342,0.136452,0.155452,0.201723,0.216498,TX,0.116259,0,0.131751,1
OTHER,0.444444,CHEVROLET,AUTO,NULL,0.740396,AMERICAN,LARGE,GM,0.125667,0.152447,0.125661,0.147941,0.138404,0.166011,0.138393,0.162861,OK,0.131067,0,0.240193,1
MANHEIM,0.888889,DODGE,AUTO,Covers,0.700114,AMERICAN,SMALL,CHRYSLER,0.01705,0.026465,0.05087,0.074058,0.026221,0.038801,0.070663,0.083092,TX,0.096919,0,0.079733,1
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.548976,AMERICAN,MEDIUM,GM,0.240226,0.288293,0.240213,0.279784,0.242356,0.289234,0.327597,0.360747,CA,0.216603,0,0.079306,1
OTHER,0.555556,CHRYSLER,AUTO,NULL,0.609431,AMERICAN,MEDIUM,CHRYSLER,0.085941,0.10723,0.157953,0.174008,0.098209,0.12204,0.16977,0.192365,OK,0.106312,0,0.131751,1
MANHEIM,0.666667,DODGE,AUTO,Covers,0.797208,AMERICAN,SPECIAL,CHRYSLER,0.057983,0.07266,0.057967,0.070517,0.081408,0.095696,0.081402,0.093884,CO,0.08211,0,0.249574,1
MANHEIM,0.333333,CHRYSLER,AUTO,Alloy,0.535476,AMERICAN,MEDIUM,CHRYSLER,0.209599,0.241986,0.209595,0.234857,0.21885,0.250433,0.218826,0.245703,VA,0.158032,0,0.107021,1
OTHER,0.444444,CHRYSLER,AUTO,Covers,0.594191,AMERICAN,MEDIUM,CHRYSLER,0.150508,0.175944,0.187108,0.205588,0.109863,0.129575,0.189361,0.196013,SC,0.096698,0,0.131751,1
ADESA,0.777778,FORD,AUTO,Alloy,0.79958,AMERICAN,SMALL,FORD,0.036225,0.053377,0.036226,0.051808,0.050264,0.068527,0.050261,0.067228,TX,0.065755,0,0.167567,1
MANHEIM,0.555556,PONTIAC,AUTO,Alloy,0.675802,AMERICAN,MEDIUM,GM,0.130576,0.158986,0.184106,0.212456,0.139026,0.171814,0.190147,0.224468,CA,0.127641,0,0.015208,1
OTHER,0.555556,MAZDA,MANUAL,Alloy,0.603912,ASIAN,MEDIUM,OTHER,0.146909,0.178409,0.230166,0.249724,0.160496,0.192465,0.237081,0.255771,CA,0.132172,0,0.081865,1
MANHEIM,0.777778,DODGE,AUTO,Alloy,0.609305,AMERICAN,LARGE,CHRYSLER,0.156725,0.179107,0.227429,0.238624,0.171867,0.202777,0.236217,0.255871,NC,0.194722,0,0.107732,1
ADESA,0.333333,PONTIAC,AUTO,NULL,0.633607,AMERICAN,MEDIUM,GM,0.178971,0.210072,0.178977,0.203867,0.190931,0.222714,0.190933,0.218497,TX,0.132062,0,0.115122,1
MANHEIM,0.333333,DODGE,AUTO,Covers,0.672673,AMERICAN,MEDIUM,CHRYSLER,0.186549,0.213677,0.260784,0.268759,0.197324,0.230414,0.263849,0.283102,TX,0.152506,0,0.065094,1
MANHEIM,0.888889,CHRYSLER,AUTO,Alloy,0.845273,AMERICAN,MEDIUM,CHRYSLER,0.062346,0.084398,0.125608,0.200075,0.075467,0.098144,0.135251,0.142775,IL,0.093935,0,0.208641,1
MANHEIM,0.777778,LINCOLN,AUTO,Special,0.754256,AMERICAN,LARGE,FORD,0.170877,0.202834,0.17087,0.196861,0.171414,0.191778,0.171394,0.188143,CA,0.171183,0,0.135162,1
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.436316,AMERICAN,MEDIUM,CHRYSLER,0.149176,0.167761,0.212306,0.217077,0.15382,0.178386,0.212802,0.234436,TX,0.110512,0,0.088687,1
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.479061,AMERICAN,SMALL,GM,0.106895,0.128692,0.167628,0.182697,0.117812,0.140355,0.171499,0.193639,TX,0.132614,0,0.029704,1
MANHEIM,0.555556,CHRYSLER,AUTO,Covers,0.668046,AMERICAN,MEDIUM,CHRYSLER,0.074602,0.094095,0.150458,0.160723,0.099992,0.12083,0.165501,0.17795,TX,0.106312,0,0.131751,1
OTHER,0.444444,DODGE,AUTO,NULL,0.675693,AMERICAN,SPECIAL,CHRYSLER,0.103278,0.126568,0.103282,0.122828,0.112692,0.14239,0.112674,0.139702,CA,0.138803,0,0.165009,1
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.629441,AMERICAN,MEDIUM,CHRYSLER,0.249871,0.275103,0.315561,0.330136,0.26456,0.296274,0.335402,0.358574,TX,0.200137,0,0.131751,1
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.576236,AMERICAN,MEDIUM,GM,0.142316,0.16301,0.142299,0.158212,0.158402,0.177478,0.158403,0.174128,TX,0.135819,0,0.037806,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.730287,AMERICAN,MEDIUM,FORD,0.100896,0.119414,0.10089,0.115897,0.113993,0.133507,0.113983,0.130983,TX,0.14466,0,0.153638,1
ADESA,0.666667,BUICK,AUTO,Alloy,0.733398,AMERICAN,LARGE,GM,0.087835,0.114859,0.087841,0.111477,0.136594,0.184903,0.202326,0.231313,CA,0.081889,0,0.319784,1
ADESA,0.555556,TOYOTA,AUTO,Covers,0.663231,ASIAN,SMALL,OTHER,0.13425,0.153173,0.198458,0.217102,0.139309,0.158229,0.199785,0.225567,AZ,0.14035,0,0.015208,1
OTHER,0.444444,DODGE,AUTO,Alloy,0.632733,AMERICAN,SMALL,CHRYSLER,0.065532,0.08437,0.065515,0.081894,0.072215,0.094349,0.072209,0.09256,FL,0.08841,0,0.031836,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.456372,AMERICAN,SMALL,FORD,0.132413,0.169522,0.132412,0.164515,0.141431,0.178358,0.141432,0.174978,AZ,0.159469,0,0.131325,1
MANHEIM,0.777778,SATURN,MANUAL,Alloy,0.752823,AMERICAN,MEDIUM,GM,0.078535,0.094151,0.136159,0.14445,0.082737,0.106421,0.135591,0.150295,NC,0.076806,0,0.098209,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.716544,AMERICAN,SMALL,FORD,0.090878,0.118213,0.09087,0.114716,0.095466,0.118768,0.095466,0.116518,TX,0.13604,0,0.116686,1
ADESA,0.555556,VOLKSWAGEN,AUTO,NULL,0.645204,OTHER,SPECIAL,OTHER,0.178655,0.203784,0.254751,0.262481,0.191865,0.216829,0.272282,0.276906,AZ,0.1987,0,0.115122,1
OTHER,0.555556,FORD,AUTO,Alloy,0.650308,AMERICAN,SMALL,FORD,0.146392,0.170332,0.225834,0.241838,0.18898,0.213859,0.249129,0.266289,AL,0.152727,0,0.065094,1
OTHER,0.333333,CHRYSLER,AUTO,NULL,0.700312,AMERICAN,MEDIUM,CHRYSLER,0.222659,0.24629,0.295123,0.300075,0.236585,0.261625,0.313061,0.327496,AL,0.151954,0,0.129477,1
OTHER,0.444444,PONTIAC,MANUAL,Covers,0.48522,AMERICAN,MEDIUM,GM,0.125409,0.158483,0.174565,0.208589,0.139366,0.169999,0.18229,0.223593,TX,0.128194,0,0.006111,1
MANHEIM,0.666667,CHRYSLER,AUTO,NULL,0.76671,AMERICAN,MEDIUM,CHRYSLER,0.129743,0.161501,0.196173,0.216826,0.14573,0.184848,0.205678,0.223244,FL,0.186213,0,0.147953,1
MANHEIM,0.777778,DODGE,AUTO,Alloy,0.542014,AMERICAN,LARGE,CHRYSLER,0.022676,0.043373,0.022671,0.042089,0.06008,0.079665,0.12556,0.145048,CA,0.104102,0,0.191302,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.536161,AMERICAN,LARGE,FORD,0.114903,0.163066,0.114897,0.158262,0.127797,0.176461,0.127786,0.173129,CA,0.188091,0,0.037806,1
OTHER,0.111111,CHRYSLER,AUTO,NULL,0.284367,AMERICAN,MEDIUM,CHRYSLER,0.179201,0.179946,0.249834,0.240131,0.197805,0.201072,0.274377,0.275482,OK,0.149744,0,0.059693,1
MANHEIM,0.555556,CHEVROLET,AUTO,Alloy,0.77892,AMERICAN,MEDIUM,GM,0.184425,0.224604,0.269847,0.295781,0.201793,0.239269,0.287316,0.326372,TX,0.145876,0,0.268476,1
MANHEIM,0.666667,FORD,AUTO,Alloy,0.517909,AMERICAN,SMALL,FORD,0.084821,0.10287,0.144372,0.164867,0.08616,0.104716,0.149472,0.16426,PA,0.119463,0,0.079306,1
MANHEIM,0.777778,CHEVROLET,AUTO,Alloy,0.751786,AMERICAN,MEDIUM,GM,0.130174,0.160439,0.205316,0.218533,0.157752,0.190128,0.230088,0.269212,NC,0.167426,0,0.282831,1
MANHEIM,0.777778,CHEVROLET,AUTO,Covers,0.774285,AMERICAN,LARGE,GM,0.05095,0.071598,0.05095,0.069488,0.081181,0.100674,0.081166,0.098756,VA,0.081226,0,0.311114,1
ADESA,0.444444,SATURN,AUTO,NULL,0.640127,AMERICAN,MEDIUM,GM,0.176388,0.215521,0.245661,0.26557,0.188386,0.228076,0.256646,0.279879,CO,0.140792,0,0.165009,1
OTHER,0.555556,CHRYSLER,AUTO,Alloy,0.710691,AMERICAN,MEDIUM,CHRYSLER,0.082066,0.106307,0.159282,0.172602,0.100557,0.12127,0.173568,0.183047,OK,0.121784,0,0.147953,1
OTHER,0.333333,CHRYSLER,AUTO,NULL,0.720638,AMERICAN,SPECIAL,CHRYSLER,0.396177,0.428388,0.396173,0.415746,0.421039,0.455273,0.421021,0.446687,SC,0.21163,0,0.147953,1
ADESA,0.444444,SUZUKI,AUTO,NULL,0.501199,ASIAN,MEDIUM,OTHER,0.098341,0.119107,0.169515,0.201883,0.115125,0.134167,0.171839,0.19976,NC,0.101892,0,0.010091,1
MANHEIM,0.333333,DODGE,AUTO,Covers,0.649172,AMERICAN,MEDIUM,CHRYSLER,0.171221,0.196099,0.24901,0.253616,0.171838,0.193455,0.242608,0.255121,MS,0.149854,0,0.065094,1
ADESA,0.444444,CHEVROLET,AUTO,Covers,0.59108,AMERICAN,SMALL,GM,0.055514,0.072493,0.055495,0.070367,0.076429,0.096879,0.076425,0.095033,NC,0.090178,0,0.098493,1
MANHEIM,0.555556,CHRYSLER,AUTO,Alloy,0.692034,AMERICAN,MEDIUM,CHRYSLER,0.107785,0.136601,0.181581,0.195354,0.127118,0.156524,0.198266,0.2143,TX,0.096919,0,0.129477,1
MANHEIM,0.666667,DODGE,AUTO,Alloy,0.729656,AMERICAN,MEDIUM,CHRYSLER,0.20248,0.253361,0.288797,0.327022,0.234238,0.265585,0.301328,0.325947,TX,0.190301,0,0.184906,1
ADESA,0.777778,FORD,AUTO,Alloy,0.597149,AMERICAN,MEDIUM,FORD,0.06335,0.07688,0.063336,0.074611,0.069386,0.086869,0.06938,0.085215,TX,0.075369,0,0.107732,1
MANHEIM,0.555556,CHEVROLET,AUTO,Alloy,0.716634,AMERICAN,MEDIUM,GM,0.122768,0.145768,0.17709,0.197715,0.133963,0.156497,0.198738,0.214825,TX,0.139245,0,0.129477,1
OTHER,0.666667,CHRYSLER,AUTO,NULL,0.77194,AMERICAN,MEDIUM,CHRYSLER,0.06114,0.083336,0.130445,0.14327,0.074817,0.098006,0.143108,0.158214,OK,0.101892,0,0.166003,1
ADESA,0.555556,CHRYSLER,AUTO,NULL,0.592279,AMERICAN,MEDIUM,CHRYSLER,0.083989,0.108096,0.083987,0.104922,0.097333,0.12237,0.097326,0.120066,NC,0.092609,0,0.131751,1
MANHEIM,0.666667,NISSAN,AUTO,Alloy,0.757755,ASIAN,MEDIUM,OTHER,0.192893,0.216024,0.24909,0.256504,0.19772,0.227609,0.261701,0.282702,TX,0.157258,0,0.018761,1
OTHER,0.444444,DODGE,AUTO,NULL,0.554179,AMERICAN,MEDIUM,CHRYSLER,0.094982,0.121147,0.165342,0.180085,0.108166,0.135212,0.177497,0.194839,UT,0.127862,0,0.079306,1
MANHEIM,0.444444,PONTIAC,AUTO,Alloy,0.537171,AMERICAN,LARGE,GM,0.151817,0.188134,0.22897,0.252185,0.163296,0.195463,0.228072,0.24935,AZ,0.145102,0,0.176379,1
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.52699,AMERICAN,MEDIUM,CHRYSLER,0.196567,0.217701,0.253076,0.261853,0.209713,0.226152,0.267201,0.2858,TX,0.171846,0,0.079306,1
ADESA,0.555556,CHRYSLER,AUTO,Alloy,0.659029,AMERICAN,MEDIUM,CHRYSLER,0.108646,0.134338,0.195907,0.208312,0.151246,0.189,0.224169,0.250375,FL,0.147533,0,0.115122,1
MANHEIM,0.555556,KIA,MANUAL,Covers,0.561005,ASIAN,MEDIUM,OTHER,0.072277,0.103317,0.072266,0.100276,0.085792,0.117668,0.085776,0.115444,CO,0.067965,0,0.037806,1
OTHER,0.555556,HYUNDAI,AUTO,NULL,0.505167,ASIAN,MEDIUM,OTHER,0.08264,0.104966,0.146658,0.158463,0.096484,0.122095,0.157513,0.175552,IL,0.109849,0,0.010091,1
ADESA,0.555556,SATURN,AUTO,Alloy,0.416324,AMERICAN,MEDIUM,GM,0.139388,0.157477,0.139375,0.152838,0.160241,0.184023,0.160237,0.180549,GA,0.134272,0,0.088687,1
ADESA,0.444444,TOYOTA,AUTO,NULL,0.764221,ASIAN,SMALL,OTHER,0.159768,0.181902,0.205847,0.240859,0.172008,0.194995,0.217412,0.255296,LA,0.145279,1,0.018761,1
MANHEIM,0.888889,NISSAN,AUTO,Alloy,0.694667,ASIAN,MEDIUM,OTHER,0.125983,0.144734,0.17988,0.19111,0.139055,0.158559,0.219769,0.249076,TX,0.156043,0,0.061399,1
ADESA,0.666667,MITSUBISHI,AUTO,Alloy,0.677263,ASIAN,SPECIAL,OTHER,0.096389,0.124948,0.170605,0.186816,0.113145,0.142775,0.192033,0.221795,TX,0.127973,0,0.124503,1
OTHER,0.777778,DODGE,AUTO,Alloy,0.389117,AMERICAN,LARGE,CHRYSLER,0.149061,0.159154,0.230591,0.229834,0.161684,0.20836,0.2397,0.274458,OK,0.239369,0,0.075469,1
ADESA,0.555556,DODGE,AUTO,NULL,0.560744,AMERICAN,SMALL,CHRYSLER,0.06335,0.083615,0.122711,0.142089,0.076995,0.098281,0.135486,0.15704,VA,0.120789,0,0.023877,1
ADESA,0.666667,PONTIAC,AUTO,Alloy,0.696254,AMERICAN,MEDIUM,GM,0.072019,0.093005,0.146047,0.157182,0.085198,0.108208,0.14612,0.162886,VA,0.073601,0,0.277146,1
MANHEIM,0.666667,MERCURY,AUTO,Alloy,0.522842,AMERICAN,MEDIUM,FORD,0.048252,0.071989,0.048239,0.069864,0.065143,0.091379,0.065137,0.089637,CA,0.086531,0,0.09423,1
MANHEIM,0.444444,SUZUKI,AUTO,Alloy,0.596472,ASIAN,MEDIUM,OTHER,0.07908,0.104435,0.07907,0.101356,0.084293,0.099656,0.149917,0.15674,NC,0.09062,0,0.015208,1
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.409858,AMERICAN,MEDIUM,CHRYSLER,0.051151,0.071486,0.051136,0.069387,0.072469,0.089014,0.120269,0.129235,NC,0.11648,0,0.065094,1
ADESA,0.555556,KIA,AUTO,NULL,0.411193,ASIAN,SMALL,OTHER,0.053419,0.067742,0.115429,0.130537,0.067208,0.082662,0.12831,0.145548,NC,0.099682,0,0.006111,1
ADESA,0.333333,SUZUKI,AUTO,NULL,0.481432,ASIAN,MEDIUM,OTHER,0.086142,0.109773,0.162445,0.171296,0.098803,0.123333,0.169168,0.186644,CO,0.116037,0,0.006111,1
MANHEIM,0.888889,PONTIAC,AUTO,Alloy,0.679833,AMERICAN,MEDIUM,GM,0.0277,0.045944,0.027694,0.044601,0.041863,0.061213,0.041853,0.060058,NC,0.059124,0,0.319784,1
OTHER,0.555556,KIA,AUTO,Alloy,0.760244,ASIAN,MEDIUM,OTHER,0.072048,0.087975,0.139216,0.147614,0.088988,0.121628,0.14667,0.169356,CO,0.109186,0,0.018761,1
OTHER,0.222222,DODGE,AUTO,NULL,0.418831,AMERICAN,MEDIUM,CHRYSLER,0.190855,0.20152,0.242365,0.24563,0.217832,0.223154,0.266546,0.266089,OK,0.154164,0,0.041501,1
MANHEIM,0.777778,CHEVROLET,AUTO,Covers,0.688868,AMERICAN,LARGE,GM,0.076468,0.101445,0.138498,0.180286,0.079173,0.101911,0.140043,0.151619,FL,0.113275,0,0.282831,1
MANHEIM,0.444444,DODGE,AUTO,Covers,0.667686,AMERICAN,SPECIAL,CHRYSLER,0.219588,0.240338,0.285953,0.296635,0.240545,0.269407,0.303004,0.323773,FL,0.210967,0,0.131751,1
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.598213,AMERICAN,MEDIUM,CHRYSLER,0.219272,0.262359,0.285714,0.369789,0.239329,0.285412,0.319452,0.340412,TX,0.181571,0,0.165009,1
MANHEIM,0.777778,CHEVROLET,AUTO,Alloy,0.755997,AMERICAN,MEDIUM,GM,0.155635,0.180896,0.221953,0.222777,0.159647,0.181493,0.229486,0.231588,FL,0.172951,0,0.365691,1
OTHER,0.555556,FORD,AUTO,NULL,0.730972,AMERICAN,LARGE,FORD,0.246254,0.282033,0.342671,0.360221,0.257234,0.293524,0.362746,0.380908,NC,0.20301,0,0.147953,1
ADESA,0.777778,SATURN,AUTO,Covers,0.834551,AMERICAN,SMALL,GM,0.042224,0.060587,0.042206,0.058815,0.056799,0.078647,0.056782,0.077146,NC,0.086973,0,0.249574,1
MANHEIM,0.555556,DODGE,AUTO,Covers,0.377421,AMERICAN,MEDIUM,CHRYSLER,0.056691,0.075064,0.056691,0.072853,0.074619,0.089069,0.074618,0.087389,CA,0.098577,0,0.072911,1
ADESA,0.555556,KIA,AUTO,NULL,0.610342,ASIAN,MEDIUM,OTHER,0.085998,0.103653,0.144532,0.160171,0.09869,0.118163,0.155182,0.176751,CA,0.093272,0,0.015208,1
ADESA,0.444444,CHEVROLET,AUTO,NULL,0.743624,AMERICAN,LARGE,GM,0.160658,0.184557,0.227561,0.242592,0.175855,0.20187,0.247951,0.263815,AZ,0.133719,0,0.240193,1
MANHEIM,0.444444,HYUNDAI,AUTO,Covers,0.226662,ASIAN,MEDIUM,OTHER,0.07687,0.089791,0.076864,0.087142,0.090318,0.104359,0.090307,0.102378,FL,0.138692,0,0.017055,1
MANHEIM,0.555556,CHRYSLER,AUTO,Covers,0.748683,AMERICAN,SPECIAL,CHRYSLER,0.102675,0.132102,0.161223,0.190407,0.117699,0.147367,0.176213,0.207455,TX,0.126205,0,0.184906,1
MANHEIM,0.444444,CHRYSLER,AUTO,Covers,0.638793,AMERICAN,MEDIUM,CHRYSLER,0.12294,0.142693,0.194286,0.205374,0.137018,0.157129,0.212305,0.230164,PA,0.122889,0,0.131751,1
MANHEIM,0.333333,DODGE,AUTO,Covers,0.539056,AMERICAN,MEDIUM,CHRYSLER,0.189477,0.214348,0.251535,0.262732,0.173253,0.19142,0.243498,0.250799,TX,0.160463,0,0.051592,1
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.669742,AMERICAN,SMALL,GM,0.129112,0.159461,0.129116,0.154771,0.142477,0.168459,0.142453,0.165284,MO,0.102002,0,0.048465,1
ADESA,0.777778,CHEVROLET,AUTO,Alloy,0.530309,AMERICAN,LARGE,GM,0.18477,0.242965,0.259934,0.290055,0.19178,0.25475,0.271522,0.333916,CA,0.184776,0,0.121944,1
MANHEIM,0.666667,NISSAN,AUTO,Alloy,0.778803,ASIAN,LARGE,OTHER,0.252339,0.315373,0.335548,0.378428,0.254434,0.310628,0.335167,0.36447,TX,0.178145,0,0.288943,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.551095,AMERICAN,LARGE,GM,0.220851,0.244502,0.270698,0.288825,0.228439,0.252853,0.288023,0.305436,AZ,0.163337,0,0.176379,1
OTHER,0.222222,CHEVROLET,AUTO,NULL,0.618602,AMERICAN,MEDIUM,GM,0.154573,0.182321,0.154578,0.176946,0.166888,0.195408,0.166889,0.191716,CA,0.128415,0,0.081865,1
MANHEIM,0.777778,CHEVROLET,AUTO,Alloy,0.740946,AMERICAN,MEDIUM,GM,0.093748,0.113043,0.093741,0.109719,0.122649,0.142692,0.122626,0.140002,FL,0.1619,0,0.153638,1
MANHEIM,0.555556,DODGE,AUTO,Special,0.691953,AMERICAN,LARGE,CHRYSLER,0.215598,0.25283,0.215601,0.245379,0.223715,0.25959,0.223698,0.254697,CA,0.204889,0,0.074048,1
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.664151,AMERICAN,MEDIUM,CHRYSLER,0.102044,0.106503,0.174937,0.175314,0.153028,0.179403,0.216757,0.230289,WA,0.160684,1,0.115122,1
ADESA,0.555556,MITSUBISHI,AUTO,NULL,0.554341,ASIAN,MEDIUM,OTHER,0.087749,0.109968,0.087734,0.10673,0.101038,0.124213,0.101019,0.121865,TN,0.131067,0,0.010091,1
OTHER,0.222222,SUZUKI,AUTO,Covers,0.424792,ASIAN,MEDIUM,OTHER,0.133992,0.152558,0.13398,0.148066,0.131927,0.150144,0.195647,0.215549,AZ,0.12731,0,0.006111,1
ADESA,0.666667,CHRYSLER,AUTO,Covers,0.588978,AMERICAN,MEDIUM,CHRYSLER,0.090706,0.10832,0.150671,0.155726,0.111532,0.129328,0.163563,0.189268,OH,0.104876,0,0.131751,1
MANHEIM,0.444444,FORD,AUTO,Alloy,0.49826,AMERICAN,MEDIUM,FORD,0.195333,0.224269,0.195322,0.217654,0.186858,0.222962,0.186847,0.218747,CO,0.174719,0,0.120949,1
OTHER,0.111111,TOYOTA,AUTO,Covers,0.3632,ASIAN,MEDIUM,OTHER,0.264309,0.27773,0.317714,0.308262,0.284587,0.302819,0.325319,0.330893,NH,0.183671,0,0.002843,1
MANHEIM,0.777778,KIA,AUTO,Alloy,0.629613,ASIAN,MEDIUM,OTHER,0.12294,0.150518,0.165023,0.184555,0.121715,0.140217,0.169927,0.185095,FL,0.129851,0,0.224275,1
OTHER,0.666667,MITSUBISHI,AUTO,Covers,0.632904,ASIAN,MEDIUM,OTHER,0.104283,0.113965,0.104266,0.110598,0.114163,0.145965,0.114141,0.1432,AZ,0.131399,0,0.057845,1
MANHEIM,0.888889,CHEVROLET,AUTO,Alloy,0.486329,AMERICAN,SMALL,GM,0.06823,0.089176,0.068226,0.086539,0.05612,0.07774,0.098793,0.112047,TX,0.106312,0,0.107732,1
OTHER,0.555556,MAZDA,AUTO,Alloy,0.681735,ASIAN,MEDIUM,OTHER,0.179517,0.207417,0.260226,0.287695,0.194948,0.221642,0.256541,0.277031,WV,0.159402,0,0.16643,1
MANHEIM,0.444444,JEEP,AUTO,Alloy,0.570131,AMERICAN,MEDIUM,CHRYSLER,0.249383,0.268284,0.249382,0.260372,0.260317,0.279995,0.260313,0.274708,PA,0.193506,0,0.162592,1
ADESA,0.555556,PONTIAC,AUTO,NULL,0.793998,AMERICAN,MEDIUM,GM,0.0678,0.097057,0.067801,0.094199,0.082652,0.111728,0.082633,0.109623,TX,0.07548,0,0.309409,1
OTHER,0.444444,CHEVROLET,AUTO,NULL,0.730693,AMERICAN,MEDIUM,GM,0.208967,0.248889,0.208957,0.241562,0.22049,0.26091,0.220476,0.255996,SC,0.171846,0,0.16643,1
MANHEIM,0.333333,FORD,AUTO,Alloy,0.755798,AMERICAN,LARGE,FORD,0.154486,0.185563,0.154472,0.180085,0.166803,0.198598,0.166785,0.194839,TX,0.145986,0,0.16643,1
MANHEIM,0.444444,PONTIAC,AUTO,Alloy,0.55288,AMERICAN,MEDIUM,GM,0.076152,0.099265,0.076146,0.096334,0.095381,0.119978,0.149839,0.174553,MD,0.097029,0,0.204093,1
ADESA,0.666667,GMC,AUTO,Alloy,0.649587,AMERICAN,LARGE,GM,0.24103,0.257888,0.24101,0.250276,0.272905,0.296466,0.272884,0.290871,NC,0.224229,0,0.207646,1
ADESA,0.222222,CHEVROLET,AUTO,Alloy,0.694667,AMERICAN,SPECIAL,GM,0.150508,0.175944,0.187108,0.205588,0.162267,0.188774,0.205308,0.226531,VA,0.149412,0,0.25867,1
MANHEIM,0.222222,PONTIAC,AUTO,Covers,0.637458,AMERICAN,SMALL,GM,0.189477,0.215046,0.253209,0.26778,0.162787,0.185123,0.227993,0.23621,AZ,0.115595,0,0.048465,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.74284,AMERICAN,SMALL,FORD,0.056232,0.078194,0.056213,0.075892,0.069923,0.090857,0.069904,0.089138,OK,0.078795,0,0.153638,1
ADESA,0.333333,DODGE,AUTO,NULL,0.593821,AMERICAN,SPECIAL,CHRYSLER,0.166427,0.200458,0.166432,0.19455,0.1771,0.215399,0.177078,0.211327,AZ,0.143665,0,0.165009,1
MANHEIM,0.444444,FORD,AUTO,NULL,0.696119,AMERICAN,LARGE,FORD,0.276996,0.328312,0.276997,0.318634,0.287529,0.339062,0.287525,0.332667,AZ,0.227102,0,0.055571,1
MANHEIM,0.666667,JEEP,AUTO,Alloy,0.761101,AMERICAN,MEDIUM,CHRYSLER,0.102388,0.127379,0.102379,0.123631,0.123299,0.149017,0.123281,0.146198,TX,0.119905,0,0.24602,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.627304,AMERICAN,MEDIUM,FORD,0.121419,0.169019,0.22485,0.246359,0.139536,0.179871,0.232393,0.27121,CO,0.153059,0,0.274161,1
